The blog isWorld Travel Guide DevelopmentCurrent site: World Travel Guide Development
Blog ID: 1
Blog Lang: en
Import File: /var/www/columbus-xml/source-data/cities-full-en.xml


 Title, Type, Latitude, Longitude, Address1, Address2, City, Postcode, Website,  Telephone,  Description
 Çırağan Palace Kempinski Istanbul, Luxury, 41.043975, 29.016143, Beşiktaş, Çirağan Caddesi 32, Istanbul, 34349, http://www.kempinski.com/istanbul,  +90 212 326 4646,  <p>Right on the Bosphorus Strait's shoreline and partly housed in a former Ottoman palace  the Kempinski boasts some of the most opulent rooms in Istanbul.  The waterfront pool terrace offers unparalleled Bosphorus views while the bar  restaurants and spa offer plenty of opportunity to swaddle yourself in luxury.</p>
 Side Hotel and Pension, Cheap, 41.006225, 28.979680, Sultanahmet, Utangaç Sokak 20, Istanbul, 34400, http://www.sidehotel.com,  +90 212 458 5870,  <p>In prime position  slap in the middle of Sultanahmet's historical quarter  this family-run hotel has long been a budget traveller institution. The simple rooms are spick-and-span and decently sized and the roof top terrace (where breakfast is served) has excellent views over the old city&rsquo;s domes and minaret punctured skyline.</p>
 Sarı Konak, Cheap, 41.004451, 28.979716, Sultanahmet, Mimar Mehmet Ağa Caddesi 26, Istanbul, 34122, http://www.istanbulhotelsarikonak.com,  +90 212 638 6258,  <p>This family-run boutique hotel offers an old-world atmosphere trussed up with modern conveniences in an Ottoman-era mansion. The smallish rooms have polished wood floors and are classically styled while the rooftop cafe has views of both the Blue Mosque and the Sea of Marmara.</p>
 Ibrahim Pasha Hotel, Moderate, 41.005933, 28.974123, Sultanahmet, Terzihane Sokak 7, Istanbul, 34122, http://www.ibrahimpasha.com,  +90 212 518 0395,  <p>Sleek design and ultra-friendly service make the Ibrahim Pasha stand out in the crowded Istanbul accommodation market. Little extras such as complimentary fruit in rooms and Molton Brown toiletries in bathrooms add a luxurious feel while staff go out of their way to help guests  creating a home-from-home vibe.</p>
 Hotel Empress Zoe, Moderate, 41.006322, 28.981110, Sultanahmet, Akbıyık Caddesi 10, Cunkurtaran, Istanbul, 34122, http://www.emzoe.com,  +90 212 518 2504,  <p>Quirky folk art touches  Central Asian textiles as bedspreads and the odd antique give the Empress Zoe&rsquo;s rooms plenty of quirky appeal. Set within a row of Ottoman era mansions  with a lush garden and a rooftop terrace with views over Sultanahmet&rsquo;s Byzantine period walls  this hotel brims with character.</p>
 Ottoman Hotel Imperial, Moderate, 41.009265, 28.979095, Sultanahmet, Caferiye Sokak 6/1, Istanbul, 34122, http://www.ottomanhotelimperial.com,  +90 212 513 6150,  <p>A stone's throw from the Aya Sofya  this rather grand 19th century building once served as a hospital and school before being transformed into a hotel. The common areas here are full of elegant Ottoman character and the gardens and terraces provide tranquil respites from the city.</p>
 Pera Palace Hotel Jumeirah, Luxury, 41.031140, 28.973635, Beyoğlu, Meşrutiyet Caddesi 52, Istanbul, 34430, https://www.perapalace.com,  +90 212 377 4000,  <p>Everyone from Agatha Christie to Ernest Hemingway once stayed at this iconic Istanbul hotel  open since 1892. Rooms are a slice of old-world elegance  afternoon tea under the chandeliers in the lounge will transport you back in time  while the pool and spa provide ample 21st century updates.</p>
 Four Seasons Hotel Istanbul at Sultanahmet, Luxury, 41.006490, 28.980259, Sultanahmet, Tevkifhane Sokak 1, Istanbul, 34122, https://www.fourseasons.com/istanbul,  +90 212 402 3000,  <p>Understated luxury is the keynote here  and it's hard to believe that this century-old building was once an infamous prison. Each of the 65 rooms is classically designed with Turkish textiles and art adding eye catching details. The rooftop terrace and large  leafy courtyard are relaxing city retreats.</p>
 Anadolu Hotels Ankara, Luxury, 39.914218, 32.807751, Soğütozu, Yasam Caddesi 7, Ankara, , http://www.anadoluhotels.com,  +90 312 999 0006,  <p>This five-star hotel is a favourite with both business and leisure travellers looking for full amenities and superior service. The hotel boasts a pool  spa  hammam and gym  and there is excellent shopping right on the doorstep at the Atrium Mall. Rooms are generously-sized and suitably plush for the price.</p>
 Sheraton Ankara Towers, Luxury, 39.899879, 32.864445, Kavaklıdere, Noktalı Sokak, Ankara, , http://www.sheratonankara.com,  +90 312 457 6000,  <p>This prominent landmark hotel soars high above the central city and offers unrivalled views of Ankara's bustling Kavaklıdere district. Rooms are classically styled in earthy tones and come with full modern amenities  while the hotel has bars and restaurants  a pool and fitness centre.</p>
 Otel Mithat, Cheap, 39.936131, 32.856384, Ulus, Tavus Sokak 2, Ankara, , http://www.otelmithat.com,  +90 312 311 5410,  <p>Neat and tidy (though small) rooms  friendly staff who speak some English and a central location are the major bonuses at this downtown Ulus hotel  just off the main road. The included breakfast is very good and unlike a lot of hotels in the Ulus district  rooms aren't too noisy.</p>
 Murat Bey Konağı, Cheap, 39.937861, 32.863994, Ankara Kalesi, Ulus, Yayçeken Sokak 20, Ankara, , ,  +90 312 327 5555,  <p>Nestled amongst the alleyways of the citadel district  this charming small hotel delivers oodles of cosy appeal  wrapped up in a restored  wooden Ottoman mansion. The outdoor courtyard is a tranquil escape from the city  while the smallish rooms have original Ottoman features but are decorated in a modern style.</p>
 Grand Sera Hotel, Cheap, 39.936809, 32.858815, Ulus, Denizcilir Caddesi 16, Ankara, , ,  +90 312 310 8999,  <p>This is a solid budget choice in downtown Ulus which punches above its weight  offering decent-sized rooms freshly decorated in light colours  comfortable beds and modern amenities. Staff don't speak much English but are very friendly and helpful.</p>
 Hotel Abro, Moderate, 39.925697, 32.853185, Kızılay, Necatibey Caddesi 28, Ankara, , http://www.hotelabro.com,  +90 312 232 5800,  <p>For a mid-range  comfortable option  this place takes some beating. Highly popular with both business and leisure travellers  Abro's minimalist-style  spacious rooms are fitted out with modern amenities and are in a prime Kızılay location  close to Ankara's vibrant cafe and restaurant scene.</p>
 Angora House, Moderate, 39.938648, 32.864657, Ankara Kalesi, Ulus, Kale Kapısı Sokak 16, Ankara, , http://www.angorahouse.com.tr,  +90 312 309 8380,  <p>Painstaking restoration has transformed this old Turkish mansion into a delightfully cosy boutique hotel that brims with history. Good-sized rooms come with colourful Turkish textiles and dark wood features while the location  snug inside the citadel district  can't be beaten if you're looking to experience a slice of Ankara's history.</p>
 Bera Ankara, Moderate, 39.924349, 32.863128, Çankaya, Ziya Gökalp Bulvarı 58, Ankara, , http://www.bera.com.tr,  +90 312 458 0000,  <p>This smart business hotel offers well-appointed  large rooms decked out in a soft  neutral toned palette and boasting generously proportioned walk-in showers in the bathrooms. Staff are professional and helpful  and the large complimentary buffet breakfast will fuel you up for a long day of sightseeing.</p>
 Divan Çukurhan, Luxury, 39.937461, 32.863313, Ankara Kalesi, Ulus, Depo Sokak 3, Ankara, , http://www.divan.com.tr,  +90 312 306 6400,  <p>One of Ankara's most atmospheric hotels  this luxury property is set inside the restored Çukurhan caravanserai building which dates back to the 16th century. Rooms boldly fuse Turkish and Asian decoration with contemporary  colourful design  while the central courtyard holds onto its historic features but has a glass roof.</p>
 Holiday Inn Sofia, Luxury, 42.625244, 23.375387, , 111 Alexandar Malinov Boulevard, Sofia, 1766, http://www.hisofiahotel.com/,  +359 28 070 707.,  <p>This spectacular contemporary 5-star hotel nestles under Mount Vitosha and is adjacent to Business Park Sofia  Bulgaria's largest business park. With excellent meeting rooms and conference facilities it attracts business visitors  but its proximity to the mountain region and a luxury spa  treatment and fitness centre means plenty of leisure visitors also. The hotel's shuttle bus takes around 20 minutes to the city centre  11km to the north.</p>
 Sheraton Sofia Hotel Balkan, Luxury, 42.697038, 23.322337, , Ploshtad Sveta Nedelya 5, Sofia, 1000, http://www.luxurycollection.com/sofia,  +359 2 981 6541.,  <p>In a prime location  the imposing Sheraton Sofia Hotel Balkan is a landmark in itself  and the city's leading 5-star hotel with Italian marble and ornate chandeliers. The 184 elegant rooms  including 18 suites  were recently refurbished  with classic furniture and tasteful colours plus a vast new ballroom. All rooms have free Wi-Fi internet access  and there is a small fitness centre and sauna.</p>
 Arena di Serdica, Luxury, 42.697454, 23.328315, , Ulitsa Budapeshta 2, Sofia, 1000, http://www.arenadiserdica.com,  +359 2 810 7777.,  <p>This 5-star boutique hotel is built on the ruins of a Roman gladiator arena  discovered during construction in 2004 and easily explored on the ground floor. Its 63 tasteful  contemporary rooms manage to reflect the era in elegant decor and artwork  with free Wi-Fi throughout as well as complimentary gym access.</p>
 Scotty's Boutique Hotel, Moderate, 42.700692, 23.320665, , Ulitsa Ekzarh Yossif 11, Sofia, 1000, http://www.scottyshotel.eu,  +359 87 866 6766.,  <p>In a central location  opposite the synagogue  Scotty's Boutique Hotel is built in a graceful four-storey renovated house (no elevator). Its rooms are spacious and modern  each one different in d&eacute;cor but all enjoying a quirky and contemporary look. Rooms are uncluttered and bright  with wooden floorboards  most with a private balcony.</p>
 Central Hotel Sofia, Cheap, 42.698065, 23.315694, , 52 Hristo Botev Boulevard, Sofia, 1000, http://www.central-hotel.com,  +359 894 590 004.,  <p>This modern hotel with a good central location has 70 well-furnished rooms  each with free Wi-Fi Internet access and most with a balcony. Facilities include spa  sauna  meeting rooms and conference halls  and a large restaurant with a terrace. The 'apartment' (more like a suite) has room for up to four people.</p>
 Hotel Cheap, Cheap, 42.707234, 23.321685, , Ulitsa Knyaz Boris I 203, Sofia, 1202, http://hotel-cheap.bg,  +359 2 4400031.,  <p>An unfortunate name for a hotel that  while great value for money  doesn&rsquo;t feel stingy or like a place that prioritises savings over services and good quality. Located near the train station  a ten-minute walk from central Sofia  Hotel Cheap&rsquo;s 18 rooms offer everything you need for a short or long stay. Free Wi-Fi throughout  breakfast is extra.</p>
 Sense Hotel, Moderate, 42.694262, 23.331430, , 16 Tsar Osvoboditel Boulevard, Sofia, 1000, http://www.sensehotel.com,  +359 700 21 670,  <p>Billed as Sofia&rsquo;s first upscale design hotel  Sense  which opened in 2013  offers stylish design and a great location. The hotels 71 rooms and suites come with all mod cons  and feature large windows commanding impressive views out over the city. Together with the hotel&rsquo;s rooftop bar  it makes for a great place to get a feel for the city below.</p>
 Hotel Maria Luisa, Cheap, 42.700480, 23.322280, , 29 Maria Luisa Boulevard, Sofia, , http://www.marialuisa-bg.com,  +359 2 980 5577.,  <p>In a graceful  early 20th-century apartment building on Sofia's main road  the Hotel Maria Luisa offers simple and quiet rooms  with flatscreen TV and tea and coffee-making facilities. Apartments occupy the corner rooms  with good views over the busy shopping street - with double-glazing throughout ensuring a peaceful stay. With standard rooms on the small side  the suites are worth the extra.</p>
 Art 'Otel, Moderate, 42.691360, 23.321400, , Ulitsa William Gladstone 44, Sofia, 1000, http://www.artotel.biz/,  +359 2 980 6000.,  <p>An arty creation between Spanish and Bulgarian designers  this boutique hotel in a restored 1930s apartment building is down a quiet residential street between two busy main roads. The 22 elegant guest rooms are spacious and comfortable with light  contemporary furnishings and a balcony for many.</p>
 Buddha Bar Hotel, Luxury, 47.492667, 19.053267, , Váci u. 34, Budapest, 1052, http://www.buddhabarhotelbudapest.com,  (01) 799 7300.,  <p>Housed in a former palace  the Buddha Bar Hotel exterior may have the classical characteristics of Budapest's higher-end lodgings  but inside it tells a more modern narrative. Funky but sleek  the hotel has a red and black colour scheme with Asian influences running throughout. Rooms are decked out in mod-cons  including 40 inch plasma TVs  fully stocked mini bars and oversized ensuite baths. It's centrally located on the main shopping street  so guests are in the thick of the action  but for those who don't wish to venture too far outside the hotel  there are two restaurants serving a mixture of Chinese and Japanese fare. Even if you're not a guest  it's worth popping in to enjoy a drink at the 6th floor Klotild Bar for views of Gellert Hill and Buda Castle.</p>
